Tablo 1
;;;;;;;;;;;;;;
ATM Term ID;ATM Adı;model;Nakit Merkezi;Planlı Hizmet Günleri;Zone;KM;PLANLI ATM NAKİT İKMAL;PLANLI FLM;SLM;PLANLI ATM MADENİ İKMAL;PLANLI ATM PARA TOPLAMA;PLANLI ATM PARA TOPLAMA + İKMAL;PLANLI ATM PARA TOPLAMA + FLM;
FD248;33 TARSUS ATATURK CAD;H68V-824;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;55;2.572,10 ;2.572,10 ;3.073,68 ;2.572,10 ;2.572,10 ;2.572,10 ;2.572,10 ;
FD330;55 ILKADIM OTOGAR;H68VL-824;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC847;16 NILUFER 3M MIGROS;H68N;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD467;34 B.DUZU 3. MATBAACILAR SIT.;H68N;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS940;34 ESENLER T.REIS MH;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD672;34 SULTANGAZI IBB DEVLET HAST.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC723;34 UMRANIYE CAKMAK METRO;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS888;77 ALTINOVA MERKEZ;I37DC0C;İZMİT;PAZARTESİ - ÇARŞAMBA - CUMA;2;53;2.500,46 ;2.500,46 ;3.002,04 ;2.500,46 ;2.500,46 ;2.500,46 ;2.500,46 ;
FD002;45 YUNUSEMRE MANISA PRIME AVM;I47DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;34;1.819,88 ;1.819,88 ;2.321,46 ;1.819,88 ;1.819,88 ;1.819,88 ;1.819,88 ;
FD780;27 SAHINBEY SAHINTEPE MIGROS;I37DC0C;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA519;06 CANKAYA ONE TOWER AVM;I47DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD193;07 SERIK KURUS CAD;H68N-806;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA286;07 AKSU ALTINTAS TOTAL;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC440;22 MERKEZ ERASTA AVM;I47DC0C;EDİRNE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA335;10 EDREMIT SOGANYEMEZ;H68N;BALIKESİR;SALI - PERŞEMBE;3;89;3.789,98 ;3.789,98 ;4.291,56 ;3.789,98 ;3.789,98 ;3.789,98 ;3.789,98 ;
FC083;34 KARTAL KOCTAS;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS416;35 BUCA SIRINYER MERKEZ2;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD827;41 DILOVASI DILISKELESI;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;36;1.891,52 ;1.891,52 ;2.393,10 ;1.891,52 ;1.891,52 ;1.891,52 ;1.891,52 ;
FI089;34 BAGCILAR FATIH MH;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD818;34 BAGCILAR ISTANBUL CAD.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC467;80 KADIRLI ADLIYE;H68V-824;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;99;4.148,18 ;4.148,18 ;4.649,76 ;4.148,18 ;4.148,18 ;4.148,18 ;4.148,18 ;
FS491;34 PENDIK E5 AYTEMIZ;H68N-806;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI604;17 EZINE MERKEZ;H68N;ÇANAKKALE;SALI - PERŞEMBE;2;48;2.321,36 ;2.321,36 ;2.822,94 ;2.321,36 ;2.321,36 ;2.321,36 ;2.321,36 ;
FN010;63 EYYUBIYE BALIKLIGOL;H68V-824;ŞANLIURFA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS740;34 TUZLA ORGANIZE;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC232;34 SISLI FAIRMONT QUASAR;I47DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD696;48 MILAS ISMET PASA MH.;I37DC0C;MUĞLA;SALI - CUMA;3;98;4.112,36 ;4.112,36 ;4.613,94 ;4.112,36 ;4.112,36 ;4.112,36 ;4.112,36 ;
FN611;35 CIGLI AOSB 2;H68N-806;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI722;06 Y.MAHALLE KARSIYAKA AVM 2;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN492;35 BUCA DOKUZ CESMELER;H68N-806;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS458;54 ADAPAZARI ORTA MH1;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;58;2.679,56 ;2.679,56 ;3.181,14 ;2.679,56 ;2.679,56 ;2.679,56 ;2.679,56 ;
FA935;42 CUMRA MERKEZ;H68N-806;KONYA;ÇARŞAMBA - CUMA;2;50;2.393,00 ;2.393,00 ;2.894,58 ;2.393,00 ;2.393,00 ;2.393,00 ;2.393,00 ;
FI999;43 EMET MERKEZ;I37DC0C;UŞAK;ÇARŞAMBA;4;118;4.828,76 ;4.828,76 ;5.330,34 ;4.828,76 ;4.828,76 ;4.828,76 ;4.828,76 ;
FD899;34 SULTANGAZI 2003. SK;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI175;34 EYUPSULTAN VIALAND AVM;H68VL-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI358;41 DARICA OSMANGAZI;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC979;34 FATIH IBB EMINONU OTOBUS DUR.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI644;42 CIHANBEYLI MERKEZ;I37DC0C;KONYA;SALI;3;101;4.219,82 ;4.219,82 ;4.721,40 ;4.219,82 ;4.219,82 ;4.219,82 ;4.219,82 ;
FS485;07 SERIK COCA COLA;I47DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD850;10 GOMEC MITHATPASA MH.;H68V-824;BALIKESİR;PAZARTESİ - ÇARŞAMBA - CUMA;4;113;4.649,66 ;4.649,66 ;5.151,24 ;4.649,66 ;4.649,66 ;4.649,66 ;4.649,66 ;
FS799;67 MERKEZ KOZLU;H68V-824;ZONGULDAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA683;06 CANKAYA HAVELSAN 2;I47DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC639;35 KARABAGLAR BOZYAKA;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC598;06 CANKAYA KIRKKONAKLAR MH.;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD840;34 SULTANGAZI SULTANCIFTLIGI SHELL;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA692;34 K.CEKMECE CENNET MH. 1;I37DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC578;44 YESILYURT BAYKAN;H68N-806;MALATYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA863;34 KADIKOY ERENKOY2;H68V-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA749;34 BEYOGLU KARAKOY AXA;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD855;34 BUYUKCEKMECE PALMIYE MEYDANI;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD883;11 MERKEZ ISTIKLAL MAH.;I37DC0C;ESKİŞEHİR;SALI - PERŞEMBE;3;85;3.646,70 ;3.646,70 ;4.148,28 ;3.646,70 ;3.646,70 ;3.646,70 ;3.646,70 ;
FS911;16 GEMLIK OZDILEK;H68VL-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;2;41;2.070,62 ;2.070,62 ;2.572,20 ;2.070,62 ;2.070,62 ;2.070,62 ;2.070,62 ;
FD065;41 GEBZE TATLIKUYU MH.;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD768;34 ESENYURT FATIH MH.;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS750;20 PAMUKKALE ISTIKLAL;H68V-824;DENİZLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC905;34 KADIKOY IBB S.CESME METROBUS CIKISI;I37DC0C;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD753;34 BESIKTAS IHLAMURDERE CAD.;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC324;16 INEGOL MAHMUDIYE MH.;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;61;2.787,02 ;2.787,02 ;3.288,60 ;2.787,02 ;2.787,02 ;2.787,02 ;2.787,02 ;
FA402;09 KUSADASI DAVUTLAR;I37DC0C;AYDIN;PAZARTESİ - PERŞEMBE;2;59;2.715,38 ;2.715,38 ;3.216,96 ;2.715,38 ;2.715,38 ;2.715,38 ;2.715,38 ;
FD373;16 YILDIRIM VATAN MAH;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD801;34 BAYRAMPASA DEMIRKAPI CAD.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC527;27 S.BEY INONU CD. PO;H68N-806;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD411;31 ANTAKYA ODABASI MH OPET;H68V-824;İSKENDERUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;66;2.966,12 ;2.966,12 ;3.467,70 ;2.966,12 ;2.966,12 ;2.966,12 ;2.966,12 ;
FD561;47 MIDYAT SEYITLER MM MIGROS;H68V-824;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - CUMA;5;161;6.369,02 ;6.369,02 ;6.870,60 ;6.369,02 ;6.369,02 ;6.369,02 ;6.369,02 ;
FD318;34 MALTEPE IBB HUZUREVI METRO CIKISI;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN857;47 MIDYAT MERKEZ;I37DC0C;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - CUMA;5;161;6.369,02 ;6.369,02 ;6.870,60 ;6.369,02 ;6.369,02 ;6.369,02 ;6.369,02 ;
FD613;06 PURSAKLAR ALTINOVA MH.;H68V-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS282;28 ESPIYE MERKEZ;H68V-824;ORDU;PAZARTESİ - ÇARŞAMBA - CUMA;3;75;3.288,50 ;3.288,50 ;3.790,08 ;3.288,50 ;3.288,50 ;3.288,50 ;3.288,50 ;
FA921;06 K.OREN KUYUBASI;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC857;33 TOROSLAR KUVAYI MILLIYE CAD 2;H68N-806;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN175;58 MERKEZ DEV HAST 1;H68VL-824;SİVAS;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC515;34 PENDIK ESAS AEROPARK;H68V-824;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN535;41 DERINCE MIGROS;H68VL-824;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA927;45 YUNUSEMRE VIESMANN;H68VL-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;34;1.819,88 ;1.819,88 ;2.321,46 ;1.819,88 ;1.819,88 ;1.819,88 ;1.819,88 ;
FI495;34 MALTEPE KUCUKYALI TELEKOM;I37DC0C;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI263;28 MERKEZ GEDIKKAYA;H68V-824;ORDU;PAZARTESİ - ÇARŞAMBA - CUMA;2;44;2.178,08 ;2.178,08 ;2.679,66 ;2.178,08 ;2.178,08 ;2.178,08 ;2.178,08 ;
FN460;35 CIGLI EVKA 5;H68N-806;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC274;34 MALTEPE KUCUKYALI PO;H68N;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI609;34 B.EVLER SIYAVUSPASA;H68N-806;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS455;42 ILGIN MERKEZ;I37DC0C;KONYA;SALI - PERŞEMBE;3;88;3.754,16 ;3.754,16 ;4.255,74 ;3.754,16 ;3.754,16 ;3.754,16 ;3.754,16 ;
FI646;63 AKCAKALE MERKEZ;H68V-824;ŞANLIURFA;PAZARTESİ - PERŞEMBE;2;53;2.500,46 ;2.500,46 ;3.002,04 ;2.500,46 ;2.500,46 ;2.500,46 ;2.500,46 ;
FS794;20 TAVAS MERKEZ;H68V-824;DENİZLİ;PAZARTESİ - ÇARŞAMBA;2;47;2.285,54 ;2.285,54 ;2.787,12 ;2.285,54 ;2.285,54 ;2.285,54 ;2.285,54 ;
FI596;46 DULKADIROGLU K.SANAYI;I37DC0C;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;85;3.646,70 ;3.646,70 ;4.148,28 ;3.646,70 ;3.646,70 ;3.646,70 ;3.646,70 ;
FN149;23 KOVANCILAR MERKEZ;H68N-806;ELAZIĞ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;72;3.181,04 ;3.181,04 ;3.682,62 ;3.181,04 ;3.181,04 ;3.181,04 ;3.181,04 ;
FN580;27 SAHINBEY SIREHAN AVM 1;H68V-824;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI807;33 AKDENIZ BAHCE MAH.;I37DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD156;34 SARIYER IBB HACIOSMAN METRO CKS;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC454;34 SARIYER ZEKERIYAKOY MAH.;I37DC0C;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD786;07 ALANYA LEMORAL OTEL;I37DC0C;ALANYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI246;34 K.CEKMECE ARENAPARK AVM;I47DC0C;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS478;20 PAMUKKALE T.TELEKOM 1;H68N;DENİZLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD289;16 NILUFER GORUKLE TRIO KARSISI;H68V-824;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC755;01 CUKUROVA MAVI BLV.;H68V-824;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC914;26 ODUNPAZARI YEDILER PARKI;I37DC0C;ESKİŞEHİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI794;58 MERKEZ YENI MAH. TELEKOM;H68V-824;SİVAS;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC411;34 ATASEHIR E.BATANAY CAD.;H68N-806;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS960;33 AKDENIZ HAMIDIYE MH.;I37DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS968;16 OSMANGAZI AKPINAR ONUR;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD679;07 KEPEZ KULTUR MH.;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC466;34 SULTANGAZI 75.YIL MH.;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN165;35 KONAK UCKUYULAR;H68N;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI431;41 KARAMURSEL 4 TEMMUZ;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;44;2.178,08 ;2.178,08 ;2.679,66 ;2.178,08 ;2.178,08 ;2.178,08 ;2.178,08 ;
FC235;34 AVCILAR C.PASA KULTUR MERK;H68N;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA925;06 KIZILCAHAMAM MERKEZ;H68N-806;ANKARA;SALI - PERŞEMBE;3;80;3.467,60 ;3.467,60 ;3.969,18 ;3.467,60 ;3.467,60 ;3.467,60 ;3.467,60 ;
