Tablo 1
;;;;;;;;;;;;;;
ATM Term ID;ATM Adı;model;Nakit Merkezi;Planlı Hizmet Günleri;Zone;KM;PLANLI ATM NAKİT İKMAL;PLANLI FLM;SLM;PLANLI ATM MADENİ İKMAL;PLANLI ATM PARA TOPLAMA;PLANLI ATM PARA TOPLAMA + İKMAL;PLANLI ATM PARA TOPLAMA + FLM;
FB595;21 BAGLAR MEGACENTER;I37DC0C;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA609;07 DEMRE MERKEZ;H68N;ANTALYA;SALI - PERŞEMBE;3;144;5.760,08 ;5.760,08 ;6.261,66 ;5.760,08 ;5.760,08 ;5.760,08 ;5.760,08 ;
FC897;06 ALTINDAG KUZEYKENT TOKI;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC490;42 KARAPINAR INONU CD. 2;H68V-824;KONYA;ÇARŞAMBA - CUMA;3;103;4.291,46 ;4.291,46 ;4.793,04 ;4.291,46 ;4.291,46 ;4.291,46 ;4.291,46 ;
FD437;34 ESENYURT MAKEL ELEKTRIK;I47DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC864;06 NALLIHAN MERKEZ;I37DC0C;BOLU;SALI - PERŞEMBE;3;97;4.076,54 ;4.076,54 ;4.578,12 ;4.076,54 ;4.076,54 ;4.076,54 ;4.076,54 ;
FS071;34 AVCILAR PELICAN MALL AVM;I47DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC400;35 KONAK IZMIR TICARET ODASI;I47DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD128;39 LULEBURGAZ YILDIZ MH.;I37DC0C;EDİRNE;PAZARTESİ - ÇARŞAMBA - CUMA;3;75;3.288,50 ;3.288,50 ;3.790,08 ;3.288,50 ;3.288,50 ;3.288,50 ;3.288,50 ;
FD775;06 CANKAYA INCEK K.S.SULEYMAN BLV.;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC161;33 AKDENIZ COCA COLA;I37DC0C;MERSİN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD593;34 ATASEHIR KAYISDAGI MUHTARLIK;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN373;45 AKHISAR RAMIZ;H68NL-806;İZMİR;SALI - PERŞEMBE;3;90;3.825,80 ;3.825,80 ;4.327,38 ;3.825,80 ;3.825,80 ;3.825,80 ;3.825,80 ;
FD184;06 SINCAN TOREKENT METRO CIKISI;H68N-806;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA711;34 K.CEKMECE SULTANMURAT;H68V-824;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA848;34 KADIKOY HALITAGA;H68N-806;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD747;59 CORLU MUHITTIN MH;H68N-806;ÇORLU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN970;34 BAKIRKOY MARMARA FORUM AVM;H68VL-824;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB547;09 EFELER MIGROS;I47DC0C;AYDIN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD618;47 KIZILTEPE YENI MH 1;H68V-824;DİYARBAKIR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;4;113;4.649,66 ;4.649,66 ;5.151,24 ;4.649,66 ;4.649,66 ;4.649,66 ;4.649,66 ;
FC167;34 A.KOY IST HAVALIMANI 2;I47DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC233;07 MANAVGAT SIDE;I37DC0C;ANTALYA;SALI - CUMA;2;73;3.216,86 ;3.216,86 ;3.718,44 ;3.216,86 ;3.216,86 ;3.216,86 ;3.216,86 ;
FC503;34 UMRANIYE OPS MRKZ E3;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD150;34 SANCAKTEPE FATIH MH OPET;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA297;34 KADIKOY IBB ACIBADEM HUKUKCULAR;H68N;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC918;34 BAYRAMPASA IBB SAGMALCILAR METRO;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC282;35 KONAK C.ATIK KULTUR PARK;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD546;34 USKUDAR IBB ISKELE ONU 2;H68V-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC007;07 KEPEZ BELEDIYE;H68N-806;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI370;41 GEBZE BELEDIYE;I37DC0C;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD379;55 ATAKUM ATATURK BULV.;H68V-824;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI605;16 OSMANGAZI BASARAN MAH;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD130;59 ERGENE TORAMAN TEKSTIL;I47DC0C;ÇORLU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;30;1.676,60 ;1.676,60 ;2.178,18 ;1.676,60 ;1.676,60 ;1.676,60 ;1.676,60 ;
FD049;16 OSMANGAZI KOZAHAN GIRISI;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD754;35 BORNOVA NAKLIYECILER SITESI;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD407;34 FATIH IBB BALAT TRAMVAY ONU;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI068;53 PAZAR MERKEZ;H68N-806;TRABZON;PAZARTESİ - SALI - PERŞEMBE - CUMA;3;117;4.792,94 ;4.792,94 ;5.294,52 ;4.792,94 ;4.792,94 ;4.792,94 ;4.792,94 ;
FD537;55 ILKADIM KALKANCI MH.;H68V-824;SAMSUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI243;38 YAHYALI MERKEZ;H68V-824;KAYSERİ;PAZARTESİ - ÇARŞAMBA;3;110;4.542,20 ;4.542,20 ;5.043,78 ;4.542,20 ;4.542,20 ;4.542,20 ;4.542,20 ;
FI371;34 ATASEHIR KARSLI AHMET CD;H68V-824;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD867;34 GOP IBB YILDIZTABYA MH;H68V-824;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB815;34 B.SEHIR IKITELLI BASAK AVM;H68N-806;GÜNEŞLİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI598;27 SEHITKAMIL 1.ORG.SAN T.TELEKOM;H68N-806;GAZİANTEP;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB697;34 KADIKOY ODAK PLAZA;I37DC0C;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI432;59 SULEYMANPASA ORTACAMI;H68V-824;ÇORLU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;40;2.034,80 ;2.034,80 ;2.536,38 ;2.034,80 ;2.034,80 ;2.034,80 ;2.034,80 ;
FS745;06 MAMAK TELEKOM;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI307;34 ZEYTINBURNU BEDAS;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC415;31 HASSA GIRNE MAH.;H68N-806;İSKENDERUN;SALI - PERŞEMBE;3;80;3.467,60 ;3.467,60 ;3.969,18 ;3.467,60 ;3.467,60 ;3.467,60 ;3.467,60 ;
FC945;35 BUCA GEDIZ OPET;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB248;35 BALCOVA MIGROS;H68VL-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS237;01 SEYHAN CARSI 2;H68V-824;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA380;31 DORTYOL BELEDIYE;H68N;İSKENDERUN;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;37;1.927,34 ;1.927,34 ;2.428,92 ;1.927,34 ;1.927,34 ;1.927,34 ;1.927,34 ;
FC058;06 SINCAN YENIKENT;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA316;34 BAGCILAR ULUBATLI HASANPARKI;H68N;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS620;34 BEYOGLU OKMEYDANI 1;H68V-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS886;34 B.CEKMECE TEPECIK 1;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD279;19 MERKEZ VALILIK;H68V-824;ÇORUM;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC722;34 CEKMEKOY METRO;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN571;06 KECIOREN ETLIK FORUM AVM;H68VL-824;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB652;38 MELIKGAZI ELEKTRIK;I37DC0C;KAYSERİ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN085;34 SARIYER ISTINYE PARK AVM;H68VL-824;MASLAK;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI440;42 SELCUKLU KENT PLAZA AVM;H68VL-824;KONYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB122;06 CANKAYA ODTU;H68NL;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB722;22 MERKEZ TRAKYA UNIV.;I37DC0C;EDİRNE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC794;07 SERIK BELEK MH.;H68V-824;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI508;34 BAYRAMPASA KARTALTEPE;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD179;46 TURKOGLU ATATURK CAD.;H68N-806;GAZİANTEP;SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;74;3.252,68 ;3.252,68 ;3.754,26 ;3.252,68 ;3.252,68 ;3.252,68 ;3.252,68 ;
FA599;35 BUCA GEDIZ MH;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB371;35 CIGLI AOSB 1;H68N-806;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD924;07 MURATPASA BALBEY MH.;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS153;43 MERKEZ YILDIZ ENTEGRE;I47DC0C;ESKİŞEHİR;PAZARTESİ - ÇARŞAMBA - CUMA;3;82;3.539,24 ;3.539,24 ;4.040,82 ;3.539,24 ;3.539,24 ;3.539,24 ;3.539,24 ;
FD501;27 ISLAHIYE DEMOKRASI MEYDANI;I37DC0C;GAZİANTEP;SALI - ÇARŞAMBA - PERŞEMBE - CUMA;3;88;3.754,16 ;3.754,16 ;4.255,74 ;3.754,16 ;3.754,16 ;3.754,16 ;3.754,16 ;
FD567;34 FATIH IBB TOPKAPI MEYDANI;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA701;06 BEYPAZARI MERKEZ;I37DC0C;ANKARA;SALI - PERŞEMBE;3;101;4.219,82 ;4.219,82 ;4.721,40 ;4.219,82 ;4.219,82 ;4.219,82 ;4.219,82 ;
FD360;09 SOKE SALDOS TICARET;H68N-806;AYDIN;SALI - ÇARŞAMBA - CUMA;2;47;2.285,54 ;2.285,54 ;2.787,12 ;2.285,54 ;2.285,54 ;2.285,54 ;2.285,54 ;
FC412;16 YILDIRIM MIMAR SINAN MH.;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS307;07 KAS MERKEZ;I37DC0C;ANTALYA;PAZARTESİ - ÇARŞAMBA - CUMA;4;190;7.407,80 ;7.407,80 ;7.909,38 ;7.407,80 ;7.407,80 ;7.407,80 ;7.407,80 ;
FA853;32 YALVAC MERKEZ;H68N-806;AFYON;SALI - PERŞEMBE;3;102;4.255,64 ;4.255,64 ;4.757,22 ;4.255,64 ;4.255,64 ;4.255,64 ;4.255,64 ;
FI637;16 O.GAZI YENIBAGLAR;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FS015;07 MURATPASA GUZELOBA C.FOUR;I37DC0C;ANTALYA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD641;34 KADIKOY IBB SAHRAYICEDIT;I37DC0C;KOZYATAĞI;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN227;01 SEYHAN VALILIK;H68N-806;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD107;06 MAMAK DURALI ALIC MAH;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC592;48 BODRUM YALIKAVAK ATATURK MYDN.;H68V-824;BODRUM;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FB199;16 INEGOL MERKEZ;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;61;2.787,02 ;2.787,02 ;3.288,60 ;2.787,02 ;2.787,02 ;2.787,02 ;2.787,02 ;
FD920;63 SIVEREK HASAN CELEBI MH.;I37DC0C;ŞANLIURFA;PAZARTESİ - ÇARŞAMBA;3;96;4.040,72 ;4.040,72 ;4.542,30 ;4.040,72 ;4.040,72 ;4.040,72 ;4.040,72 ;
FC952;06 CANKAYA STRAZBURG CD.;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN531;34 BUYUKCEKMECE OUTLET PARK AVM;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA158;34 ESENYURT NMERKEZ AVM1;I37DC0C;BEYLİKDÜZÜ;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN022;34 A.SEHIR DUDULLU TURKIS BL.;I37DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN933;34 S.BEYLI LAFEM GIYIM;I47DC0C;ÜMRANİYE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI638;16 O.GAZI DIKKALDIRIM;I37DC0C;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC081;41 GEBZE S.ORHAN MH.;H68V-824;MALTEPE;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FD790;34 BAYRAMPASA MILLET CAD.;I37DC0C;GİYİMKENT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC702;35 MENEMEN EGEKENT 2;H68V-824;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;34;1.819,88 ;1.819,88 ;2.321,46 ;1.819,88 ;1.819,88 ;1.819,88 ;1.819,88 ;
FA852;61 AKCAABAT MILLI EGITIM;H68V-824;TRABZON;PAZARTESİ - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN042;54 SERDIVAN SAKARYA UNIV.;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;2;58;2.679,56 ;2.679,56 ;3.181,14 ;2.679,56 ;2.679,56 ;2.679,56 ;2.679,56 ;
FA535;06 Y.MAHALLE UGRAK CARSI;I37DC0C;ANKARA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC581;41 IZMIT KABAOGLU AYTEMIZ;I37DC0C;İZMİT;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FN134;01 SEYHAN CAKMAK PLAZA;H68V-824;ADANA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FI214;35 BUCA EVKA 1;I37DC0C;İZMİR;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FA333;10 EDREMIT ALTINOLUK;H68N;BALIKESİR;SALI - PERŞEMBE;4;114;4.685,48 ;4.685,48 ;5.187,06 ;4.685,48 ;4.685,48 ;4.685,48 ;4.685,48 ;
FN103;14 MERKEZ ANITPARK;H68N-806;BOLU;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
FC797;16 OSMANGAZI HAMITLER;H68N-806;BURSA;PAZARTESİ - SALI - ÇARŞAMBA - PERŞEMBE - CUMA - CUMARTESİ - PAZAR;1;10;602,00 ;602,00 ;1.103,58 ;602,00 ;602,00 ;602,00 ;602,00 ;
